Angle,Time,Angular Velocity
0.0,0.03493332862854004,0.0
0.11734031481548414,0.06567573547363281,1.786661602938476
0.25983298679535255,0.1011819839477539,2.5679767944609515
1.603279537022718,0.13438773155212402,11.93025225223677
2.914281297007604,0.17022943496704102,17.119726077760014
3.589171447123863,0.20261430740356445,17.714304054426915
4.448353449043309,0.23867583274841309,18.637636654785634
5.615950388376703,0.2713198661804199,20.69863319423229
6.601725973672567,0.305217981338501,21.62954471005083
7.4608466596318435,0.3378419876098633,22.08383484958524
8.454149571899801,0.372952938079834,22.668140423900116
9.484121148168002,0.4088706970214844,23.195893511707574
10.429856269780032,0.44234466552734375,23.57857363860378
11.37633814913947,0.4754316806793213,23.92843937720846
12.36979035870908,0.509601354598999,24.273464438576234
13.350879306470182,0.5438966751098633,24.546719841178287
14.308826781795585,0.577984094619751,24.756436924461035
15.279654801909343,0.6175682544708252,24.741645463952803
16.260025548298408,0.6482284069061279,25.083790489689346
17.231029935227888,0.6837558746337891,25.200558524570788
18.19942233770251,0.7149505615234375,25.455497648568386
19.173749305389183,0.7504377365112305,25.550086799375986
20.14800477688786,0.784142255783081,25.69432348313779
21.118965591713142,0.8175382614135742,25.832388022056783
22.090824170101445,0.8526360988616943,25.90885396430393
23.064220123775748,0.8865280151367188,26.01634661282399
24.036749472644292,0.9238359928131104,26.018416320251408
25.008607170530855,0.9601054191589355,26.047772121147602
25.98113719513304,0.995150089263916,26.107757488471456
26.953857332480283,1.028195858001709,26.214711061825227
27.926145411524168,1.0623328685760498,26.287566013989903
28.898445945051627,1.0981237888336182,26.31620063139363
29.871005689460922,1.1305110454559326,26.42256863347497
30.8434794450321,1.1631841659545898,26.516419624505286
31.815817758925807,1.1957573890686035,26.60725164634584
32.788224454973495,1.2297794818878174,26.661873073895123
33.76070652703621,1.2689611911773682,26.60499529990538
34.73312445891126,1.3025932312011719,26.664597686326452
35.70551861758587,1.3402376174926758,26.641185228320897
36.67795446076347,1.374659538269043,26.68148253417568
37.650395439816165,1.4087731838226318,26.72566164104132
38.622809486908835,1.4423964023590088,26.776834318043257
39.595238626896354,1.476226806640625,26.821920892360197
40.5676745701052,1.5092878341674805,26.878686524682834
41.54010792039905,1.5456621646881104,26.87528288484772
42.51253709080951,1.5786771774291992,26.929214977338912
43.48498393952658,1.6116943359375,26.980912552647258
44.45745357093738,1.6488089561462402,26.963374625795186
45.42988569436394,1.6847920417785645,26.96468440485124
46.4023111253135,1.716383695602417,27.034928870625983
47.37475973471522,1.7508931159973145,27.05748243674509
48.34721145592063,1.7857913970947266,27.07326932729986
49.3196501608656,1.818110466003418,27.12687214725757
50.29209421102223,1.8506863117218018,27.174834488418814
51.26454133492305,1.8843986988067627,27.204721255318603
52.23699025307601,1.9220595359802246,27.177613011053708
53.20943333910191,1.9539003372192383,27.232419343777167
54.181877848664904,1.9913294315338135,27.208897227482613
55.15432305777265,2.0227928161621094,27.266422253969736
56.12676709249996,2.060297966003418,27.242063050411634
57.099207299594134,2.0935606956481934,27.273729115322105
58.07164798350164,2.1263365745544434,27.310656590511822
59.04408269884588,2.159078598022461,27.346888970566155
60.01651599858264,2.1929309368133545,27.368174250756528
60.98894475538347,2.226900815963745,27.387364681075404
61.96136982848014,2.2608256340026855,27.406523040337454
62.93379149669779,2.297745943069458,27.389360293082404
63.90620798159926,2.331819534301758,27.406155168322403
64.87862155344945,2.3667943477630615,27.412023192791743
65.85102812554976,2.3992631435394287,27.446355062331904
66.82343370623126,2.432523727416992,27.470825033714515
67.79583332349537,2.467280864715576,27.47795530417278
68.76822865917453,2.502521276473999,27.479578018240687
69.74061980155956,2.5384762287139893,27.473418507011456
70.71300742427162,2.570991039276123,27.504182762216576
71.68539270762965,2.603740692138672,27.5316942751117
72.6577728667886,2.6378111839294434,27.544720907033682
73.63015200986187,2.6715259552001953,27.561084280891546
74.60252752155218,2.708397150039673,27.544899580351203
75.57490200774295,2.7454583644866943,27.527243896802943
76.54727499989026,2.77932071685791,27.54172072895165
77.51964806815955,2.8138372898101807,27.549442303889922
78.49201583149015,2.84619140625,27.577911892758934
79.46438502201002,2.8801512718200684,27.59035117339295
80.4367593283697,2.9187588691711426,27.558549004499234
81.40913087430505,2.9542160034179688,27.55693245860029
82.38150499718203,2.989565849304199,27.556344014417935
83.3538828880832,3.024496078491211,27.55959363969975
84.32626357130002,3.0551974773406982,27.600920790462027
85.29864716130864,3.0890228748321533,27.6134721617895
86.27103001227088,3.122009515762329,27.63317330607345
87.24341717355152,3.1549904346466064,27.652514003049184
88.21580728739515,3.1887147426605225,27.66500436906181
89.18820033001886,3.225990056991577,27.64676851273126
90.16059558437169,3.2608656883239746,27.64928218515881
91.13298619045428,3.297091007232666,27.64042181139081
92.1053821635243,3.3280882835388184,27.675161929775168
93.07778420251235,3.362386465072632,27.68206009909148
94.05018891615151,3.3964109420776367,27.691051088953202
95.02259433944963,3.4312894344329834,27.69296969993206
95.9949933604494,3.4672040939331055,27.686571300611032
96.96739392305122,3.4998507499694824,27.706151161987904
97.93980313968369,3.5332605838775635,27.71938293670942
98.9122157753377,3.5658485889434814,27.73875931861824
99.88461927688397,3.59859299659729,27.756575798188777
100.85702710023392,3.6340763568878174,27.753139228644816
101.82943447232005,3.6664626598358154,27.77320919910309
102.80182879527253,3.6997809410095215,27.78592312203815
103.77423055632373,3.734330415725708,27.78924706804683
104.74663354084542,3.770040273666382,27.783956121768117
105.71903586236495,3.8031578063964844,27.797698976507732
106.69143602552795,3.837090253829956,27.80529749568306
107.66383619989875,3.872072219848633,27.80522420217347
