Angle,Time,Angular Velocity
0.0,0.032805681228637695,0.0
-0.11491306164706802,0.06968379020690918,-1.6490644568250585
-0.25870173358572646,0.10232901573181152,-2.5281366358857937
-1.6057970049783041,0.13635468482971191,-11.776617774326725
-2.915005530366784,0.16959023475646973,-17.188522290524038
-3.589685464389234,0.2028207778930664,-17.69880532793258
-4.451043713651401,0.23617196083068848,-18.846622173079858
-5.619626272626172,0.27053356170654297,-20.77238120541204
-6.605561224753223,0.306018590927124,-21.585489968896322
-7.46528611507297,0.3427734375,-21.779068324315443
-8.459543556211479,0.37702155113220215,-22.43782492222878
-9.49049119770024,0.41161441802978516,-23.05675112919269
-10.43661804040752,0.4445931911468506,-23.474534131945965
-11.383606735882877,0.48110198974609375,-23.66152495418006
-12.37802142140602,0.5166428089141846,-23.95856713349132
-13.359939563337946,0.5501351356506348,-24.284832394021496
-14.318411962518887,0.5834619998931885,-24.540436164034826
-15.289832610163996,0.6198704242706299,-24.666175399729333
-16.271137097699388,0.6531713008880615,-24.910979823481075
-17.24272073033202,0.6874051094055176,-25.083783193354336
-18.21130405618655,0.7261381149291992,-25.079669668575665
-19.186423146690355,0.7558279037475586,-25.384645170626687
-20.16166349982319,0.7882194519042969,-25.578743903253933
-21.133183833358544,0.8222291469573975,-25.70230441423834
-22.105592368308624,0.8577332496643066,-25.772106161163915
-23.079772964333916,0.8924942016601562,-25.859857600646045
-24.053057876015245,0.9272642135620117,-25.93981038437506
-25.025553046137972,0.9607434272766113,-26.048112675698555
-25.998755552777425,0.9999966621398926,-25.998842333276087
-26.972212375396335,1.031322717666626,-26.153028449156178
-27.945213390689077,1.0666768550872803,-26.19838731609347
-28.918186042885146,1.098625898361206,-26.32214121842723
-29.891414201109644,1.1320183277130127,-26.405415415401
-30.864589719342824,1.166722297668457,-26.454101186736292
-31.837640853355428,1.1997931003570557,-26.53594260867196
-32.810761240843156,1.2342393398284912,-26.583791475486844
-33.78394878802844,1.2699353694915771,-26.602888304114213
-34.75709116190541,1.3068435192108154,-26.59621496450832
-35.73020159803954,1.3427190780639648,-26.61033285499904
-36.70334542128218,1.3748893737792969,-26.695489921776034
-37.67649288380347,1.4091582298278809,-26.736878858810197
-38.64963912641847,1.446368932723999,-26.721839948282216
-39.622782688929554,1.4782216548919678,-26.804358167669577
-40.59593719933789,1.5112614631652832,-26.862285705552996
-41.56908947316805,1.545013666152954,-26.905321541054104
-42.54224166589795,1.5785493850708008,-26.95021268782785
-43.515395702950606,1.6126255989074707,-26.984190088779208
-44.48854887940425,1.6512181758880615,-26.94286529124313
-45.461703697326314,1.6857304573059082,-26.96854856023783
-46.43485518171197,1.7189505100250244,-27.01349161066654
-47.40801156397034,1.7519562244415283,-27.060043454614632
-48.38116299050093,1.7848846912384033,-27.10604400832903
-49.3543122110175,1.8176262378692627,-27.153168887391157
-50.32746092702295,1.8513057231903076,-27.184845969305883
-51.30060714047797,1.889082908630371,-27.15635555544362
-52.27375102171951,1.9226267337799072,-27.18871536699622
-53.24689081322636,1.9607656002044678,-27.156173490433428
-54.22002963793136,1.9961516857147217,-27.1622793127156
-55.19316719633623,2.0293080806732178,-27.198022676786483
-56.166300571627154,2.062565326690674,-27.231283220369242
