Angle,Time,Angular Velocity
0.0,1.4163398742675781,0.0
-2.8568922427303162e-05,1.4494342803955078,-1.9710395161557477e-05
-0.44870519669915654,1.483227014541626,-0.302519568683708
-1.7726333214029468,1.5222609043121338,-1.164474050658188
-2.9188750713492695,1.5590481758117676,-1.8722160845539395
-3.6484829392434373,1.5928561687469482,-2.2905288065736586
-4.584419301519663,1.6247797012329102,-2.8215636236967563
-5.7014973098129005,1.6577844619750977,-3.439227137537585
-6.656599566715844,1.694262981414795,-3.9289057482429603
-7.55170851313232,1.7296857833862305,-4.3659424073823585
-8.552636588903546,1.7618210315704346,-4.854429840288591
-9.560279756352378,1.7944910526275635,-5.327571704720313
-10.507756399195136,1.8299479484558105,-5.7421067129598065
-11.466605405557054,1.8613688945770264,-6.160307845996697
-12.455788709856792,1.8970410823822021,-6.565903514443389
-13.431063996550689,1.9294440746307373,-6.961105622675881
-14.393051298618333,1.9622523784637451,-7.334964378989164
-15.366040866880942,1.994715929031372,-7.703373018303736
-16.34358346533811,2.0285544395446777,-8.056763548828659
-17.31389211669735,2.064602851867676,-8.386064225880004
-18.283486176466372,2.0980193614959717,-8.714641300273566
-19.257264144273822,2.1319217681884766,-9.032819323683245
-20.23036893973069,2.1675198078155518,-9.333418253796285
-21.201328759484323,2.201268196105957,-9.631415561715501
-22.173186762678117,2.236227035522461,-9.915445261351866
-23.14599316049853,2.268993854522705,-10.200994204705509
-24.118050198831664,2.3050835132598877,-10.462983254226444
-25.089783663167328,2.3384246826171875,-10.72935290568632
-26.062006547150315,2.372157096862793,-10.986627564261086
-27.03429705876094,2.406020164489746,-11.236105772411184
-28.006307800851154,2.4405341148376465,-11.475483022581816
-28.978357654410544,2.47481107711792,-11.709321136608837
-29.95054848396797,2.5133533477783203,-11.91656895774037
-30.922679036359547,2.5472311973571777,-12.139722169091943
-31.89474783465521,2.580711841583252,-12.358895449205969
-32.8668699550619,2.614713668823242,-12.569969074225137
-33.83901950058186,2.6505188941955566,-12.766941437273603
-34.81113928580355,2.681865692138672,-12.980194865031876
-35.78325700218361,2.7150485515594482,-13.179601146222856
-36.7553980243676,2.7491867542266846,-13.369553002486542
-37.72753993212602,2.786910057067871,-13.537408513218919
-38.699675431441996,2.820801258087158,-13.719391013631716
-39.671817841897195,2.8555541038513184,-13.892861560000338
-40.6439669140426,2.8874144554138184,-14.076249718095143
-41.61611813870965,2.923386335372925,-14.23558618823497
-42.58826726120107,2.957180976867676,-14.40164386094208
-43.56042199379121,2.9937617778778076,-14.550396867138156
-44.53258118918309,3.0255653858184814,-14.7187634410142
-45.504737964040785,3.061542510986328,-14.86333696192272
-46.47689719100678,3.0990970134735107,-14.99691587225107
-47.44905737132377,3.1332037448883057,-15.143942505729152
-48.421219972668325,3.1663994789123535,-15.292201851075605
-49.393379658652954,3.2008912563323975,-15.431133301056974
-50.36554090565003,3.234147071838379,-15.573052117577591
-51.33770180452165,3.266014814376831,-15.71875962672787
-52.30986211715425,3.2995386123657227,-15.853689943530869
-53.28202429171535,3.331618070602417,-15.99283686262423
