Angle,Time,Angular Velocity
0.0,0.0024297237396240234,0.0
-0.4927903706059758,0.03367042541503906,-14.635703723121614
-1.0566077591302405,0.06692719459533691,-15.787420427807064
-2.0741059413089062,0.10229945182800293,-20.274849026523825
-3.238218475009968,0.13741159439086914,-23.565831466876162
-4.135176658987145,0.17530035972595215,-23.589093972492048
-5.018209753771521,0.20685338973999023,-24.259741453013127
-6.054601485267881,0.24192023277282715,-25.027263804567333
-7.0596443953789105,0.27454113960266113,-25.714340683499085
-7.986646441230622,0.3071475028991699,-26.002641616306647
-8.951059209092977,0.34344053268432617,-26.06290858895317
-9.949832367948195,0.37668681144714355,-26.414071492769395
-10.918648698689323,0.4101264476776123,-26.622639823687095
-11.87593059229466,0.44254279136657715,-26.835666118572743
-12.852863292396076,0.47542738914489746,-27.03433497071594
-13.831411752304728,0.5089972019195557,-27.173846339710742
-14.798315699891578,0.5459527969360352,-27.10548564444002
-15.767429990371573,0.5843231678009033,-26.984091782142062
-16.74244442513436,0.6181316375732422,-27.085564639377566
-17.714809121227454,0.652768611907959,-27.13796098352422
-18.684464806676452,0.6847801208496094,-27.28534932277906
-19.65647747429407,0.7175066471099854,-27.395533621141443
-20.629866405619097,0.7508754730224609,-27.47441772545685
-21.601536081560717,0.7852358818054199,-27.50961409442257
-22.572892846287136,0.8187985420227051,-27.568310992011018
-23.54521823069065,0.853262186050415,-27.594353313225906
-24.517469713143683,0.8894240856170654,-27.565556307297356
-25.48917880692639,0.9259421825408936,-27.527829801404128
-26.46106076704412,0.959761381149292,-27.57045791460958
-27.43320538555479,0.9937331676483154,-27.60620886839863
-28.405201772615236,1.0271580219268799,-27.65416923807787
-29.377058773097705,1.0594229698181152,-27.729301336690146
-30.349062867547268,1.093421459197998,-27.756051989145774
-31.3211045674114,1.1279830932617188,-27.767352857073508
-32.29307174363963,1.1671807765960693,-27.66758362643546
-33.26501709111735,1.1993482112884521,-27.73591253817851
-34.23701846678886,1.2315409183502197,-27.800146918912766
-35.20903250213884,1.2642741203308105,-27.84920764883333
-36.181034893474454,1.3018920421600342,-27.79111763633234
-37.153034820088,1.338425636291504,-27.758759106730242
-38.12503481080502,1.3700695037841797,-27.827080819989312
-39.09703771124352,1.4042816162109375,-27.84130850956803
-40.06905118151085,1.43845534324646,-27.855610095672994
-41.04105969828733,1.475496530532837,-27.8150838372127
-42.01307693208863,1.5070643424987793,-27.87742749087215
-42.98509591968761,1.5423698425292969,-27.869512703384643
-43.95711715706739,1.5760886669158936,-27.890002688162923
-44.92913517887147,1.6096069812774658,-27.913109039334202
-45.90115898835012,1.6438682079315186,-27.922651443029977
-46.87318167612509,1.6778526306152344,-27.93641158993663
-47.84520412865245,1.7126028537750244,-27.937127410005832
-48.817226320838195,1.7507195472717285,-27.88409279882296
-49.789247974457425,1.7810368537902832,-27.955203660440425
-50.76127253261114,1.8160130977630615,-27.952040982049155
-51.73329275645283,1.8491599559783936,-27.97664560558833
-52.70531135912825,1.883072853088379,-27.988992179823335
-53.67732779184817,1.917513132095337,-27.993199573654543
-54.64934511234748,1.9513423442840576,-28.0060263502344
-55.621359691777535,1.9861838817596436,-28.004134059581755
-56.593371326986166,2.02059006690979,-28.008338877730807
-57.565382937899436,2.054837465286255,-28.014567531685593
-58.53739224972174,2.089681625366211,-28.012588874376124
-59.509402189110425,2.123903274536133,-28.01888527720617
-60.48141001390669,2.1557483673095703,-28.055876525788143
-61.453415658208726,2.1890454292297363,-28.073156837056807
-62.42542261762151,2.2232329845428467,-28.07866879073754
-63.397427898494094,2.2577271461486816,-28.080199153666502
-64.36943505585384,2.2953720092773438,-28.043138452367636
-65.34144139991058,2.328901767730713,-28.056761476710726
-66.31344874529621,2.362398386001587,-28.070391995794257
-67.28545699308476,2.3991947174072266,-28.04501714883698
-68.25746652936397,2.430128812789917,-28.08800347130602
-69.22947764989102,2.4659621715545654,-28.0740225654995
-70.2014902598963,2.499288320541382,-28.08859213357571
-71.1735047078786,2.531341075897217,-28.116916122277846
-72.1455216906016,2.5658745765686035,-28.117322003744732
-73.11753998411665,2.5994815826416016,-28.127739189371123
-74.08955901398465,2.631906032562256,-28.15053352868217
-75.06158031988193,2.6666808128356934,-28.14794330036934
-76.03360498104959,2.7000415325164795,-28.160161266180644
-77.00563025166822,2.734316110610962,-28.162665594089596
-77.97765737119448,2.771320343017578,-28.137366929688028
-78.94968605639637,2.807854413986206,-28.117442864252514
-79.92171585408263,2.8410494327545166,-28.131054297283093
-80.89374722520135,2.877962350845337,-28.107993560597006
-81.86577826368674,2.9115333557128906,-28.117753864317947
-82.8378075792184,2.943751811981201,-28.140214552757076
-83.80983768211196,2.977308988571167,-28.149526301713458
